"전출지별","전입지별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년","2000 년","1999 년","1998 년","1997 년","1996 년","1995 년","1994 년","1993 년","1992 년","1991 년","1990 년","1989 년","1988 년","1987 년","1986 년","1985 년","1984 년","1983 년","1982 년","1981 년","1980 년","1979 년","1978 년","1977 년","1976 년","1975 년","1974 년","1973 년","1972 년","1971 년","1970 년",
"전북특별자치도","전북특별자치도","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전북특별자치도","전라남도","이동자수[명]","명","4504","4439","4473","4573","5160","5199","5617","5690","5458","5496","5304","5770","5452","5363","5579","5745","6116","5866","6433","6239","6352","7552","7238","7987","7764","7317","7547","6632","6551","6040","5621","5604","5698","6033","6881","7863","7890","7952","8965","8527","14084","15766","16120","15677","15809","19255","13480","19893","15599","16195","21522","8935","8881","6299","8126","8043",
"전북특별자치도","전라남도","순이동자수[명]","명","-291","-288","-265","76","-227","-685","169","103","-435","-474","-247","186","-59","-437","-687","-352","4","-205","-29","-309","74","838","-1948","875","-1581","-890","-216","-178","227","-337","-594","-372","-1448","-1302","-899","-279","449","-377","-624","-27","1078","2300","1125","2365","1363","4808","2137","5468","2650","3701","1292","411","-760","-1286","-797","751",
"전북특별자치도","경상북도","이동자수[명]","명","1331","1352","1310","1295","1472","1306","1402","1352","1339","1381","1508","1499","1545","1598","1583","1569","1591","1488","1526","1530","1738","1819","1690","1817","1588","1630","1631","1487","1499","1603","1773","1497","1665","1690","1718","1924","1926","2406","2910","2436","2471","2654","2700","2753","4030","6727","5983","7912","6164","5627","9915","4718","3898","3370","3799","4319",
"전북특별자치도","경상북도","순이동자수[명]","명","43","108","78","35","26","-192","19","63","-51","-15","-62","88","90","93","109","70","-30","14","-79","140","130","384","-147","449","-218","305","-89","-298","11","68","331","69","137","97","-144","164","284","701","872","278","394","306","57","515","1385","1916","2634","3766","2740","2505","5027","3094","1986","1628","2098","2779",
"전북특별자치도","경상남도","이동자수[명]","명","1838","1808","1683","1750","1841","1825","1909","2000","2109","2045","2329","2316","2171","2216","2342","2291","2400","2493","2478","2226","2333","2839","2611","2482","2345","2142","2191","1977","1934","2876","3062","3125","3060","3851","4892","4742","4716","5696","6323","5704","7323","8302","7701","6566","6875","6764","8274","10051","6094","5450","7758","4124","2433","2136","2132","2103",
"전북특별자치도","경상남도","순이동자수[명]","명","-51","27","-183","-187","-417","-308","-108","-59","-12","-151","181","43","-48","-9","-294","-342","188","319","234","180","395","741","-365","499","-454","-22","-225","-229","-305","-1984","-4691","46","-151","369","1704","1561","1522","2374","2698","2171","3334","4379","3753","3005","2873","2591","5213","6851","3854","2942","4288","2882","953","904","560","674",
"전북특별자치도","제주특별자치도","이동자수[명]","명","795","840","796","841","898","1079","1039","1131","1114","1117","1060","824","725","635","608","558","580","634","611","749","732","787","747","812","754","764","811","642","687","584","617","541","514","658","662","769","642","623","627","619","589","760","766","618","592","616","524","588","539","503","1005","391","429","434","387","330",
"전북특별자치도","제주특별자치도","순이동자수[명]","명","-122","-36","-179","-37","-88","72","7","229","346","384","377","215","209","84","47","-114","1","-34","-111","-9","99","159","-41","190","53","21","30","27","39","-9","55","9","-3","65","115","249","139","121","122","-2","-45","104","144","147","117","50","170","225","131","111","590","172","219","293","185","191",
"전라남도","전국","이동자수[명]","명","184414","187822","185357","192301","228106","248770","233271","232414","230551","237337","246168","260874","246635","244080","266461","275661","288476","291224","303752","308961","304419","308825","362685","362799","357416","359049","379576","329903","315452","322229","350404","310291","354854","389969","420570","442388","426507","462452","477865","417929","639179","658416","739084","623279","620131","686232","553662","620706","537331","497144","705568","397292","360474","259182","329442","263908",
"전라남도","전국","순이동자수[명]","명","-1334","3988","1800","345","4487","9754","8788","8030","3047","3205","-3936","596","2306","5054","5222","10061","7425","13318","16573","24685","20007","32252","36103","46152","36424","33538","24153","-1237","21590","19522","19164","46442","59255","76533","100570","100070","104178","108839","103978","76907","61356","79791","85868","66954","64538","82773","86252","90449","76770","71088","133291","83974","59451","41002","85649","86372",
"전라남도","서울특별시","이동자수[명]","명","9543","9965","10298","10934","12125","14082","13894","13915","13665","14568","13884","14607","14595","15818","16298","17766","19007","20442","23129","24534","22988","25478","30501","30672","33062","33517","37648","27762","31291","33520","36069","39337","48984","53855","62796","72856","76407","82769","89924","71265","91110","101745","115465","98804","99493","108902","93911","102247","87967","94332","125081","69361","59763","41044","70920","75871",
"전라남도","서울특별시","순이동자수[명]","명","843","1463","1470","1095","820","2872","2560","2706","1239","1503","-714","16","408","1053","324","1337","1539","3841","5412","7205","5939","8949","10069","12493","10605","10548","8487","1586","8518","9730","11969","17600","23430","26597","32871","37267","40219","42074","47257","30183","38481","48966","57728","43396","41848","52651","45977","57623","44537","48081","78471","48047","37603","20887","54165","65358",
"전라남도","부산광역시","이동자수[명]","명","2711","2631","2521","2633","2959","3276","3124","3077","3184","3279","3308","3278","3148","3226","3201","3184","3454","3319","3572","3693","3649","3903","4897","4862","5399","5466","6688","4814","5155","5423","5772","6486","8636","10162","11981","13803","14100","18398","22471","19410","21111","25091","27319","24637","26056","28727","29813","31308","27509","23475","24302","18149","11090","8170","10964","9635",
"전라남도","부산광역시","순이동자수[명]","명","156","142","-14","-308","-129","-97","-355","-292","-85","-101","-278","1","-219","-153","-542","-361","-433","-321","-246","-17","-34","-14","-23","456","-66","-134","-646","-2292","-904","-769","-697","-73","480","1408","2109","2273","2888","7172","9491","6589","4863","8501","9746","7765","7368","9597","13960","15803","14578","11966","12816","14010","7094","4724","7930","7022",
"전라남도","대구광역시","이동자수[명]","명","848","871","778","924","869","996","878","1021","905","959","873","921","986","876","838","825","809","960","888","867","885","904","1082","997","1104","1063","1155","883","1047","959","989","970","1108","1285","1179","1445","1523","1667","2169","2052","2336","2866","3149","2698","2503","","","","","","","","","","","",
"전라남도","대구광역시","순이동자수[명]","명","11","2","-76","-45","-138","-48","-111","37","8","52","-80","-64","38","-101","-109","-160","-203","56","-87","-149","-137","8","29","77","35","92","-91","-173","57","-71","52","234","286","325","131","286","188","494","708","526","585","933","1337","916","628","","","","","","","","","","","",
"전라남도","인천광역시","이동자수[명]","명","2955","2905","2901","2828","3219","3538","3435","3509","3466","3537","3496","3557","3482","3819","3966","4189","4058","4604","5614","5097","5095","5545","6622","6673","6976","6859","7903","5291","6010","6301","6777","7260","8313","9610","10685","11418","10287","9597","11212","9346","10900","11298","11411","8856","9666","","","","","","","","","","","",
"전라남도","인천광역시","순이동자수[명]","명","232","386","248","26","107","296","208","420","261","14","-380","-291","-269","94","-57","-68","-430","195","998","918","870","1432","1692","2536","1926","1825","1387","-663","893","-59","1421","3017","3483","4730","5980","6312","5529","4774","5828","4191","4579","5719","5544","3290","3635","","","","","","","","","","","",
"전라남도","광주광역시","이동자수[명]","명","24714","26154","25774","27432","33287","35936","37142","37201","33884","34507","37578","38942","35498","36882","40669","43153","45675","45417","47695","51258","47908","51495","58612","58716","59905","62634","63049","51559","50135","47696","50905","48919","52110","61699","76199","75179","76573","83145","65641","68525","0","0","0","0","","","","","","","","","","","","",
"전라남도","광주광역시","순이동자수[명]","명","-4440","-98","-1128","-182","1295","2791","4118","1967","-1256","-1311","-3304","1586","1762","2146","3894","6084","6269","7046","5001","6679","4080","8519","7682","15056","10365","9260","6517","1596","6948","2909","-1333","12465","12572","23183","37678","31512","34985","33279","14511","24692","0","0","0","0","","","","","","","","","","","","",
"전라남도","대전광역시","이동자수[명]","명","1847","1739","1671","1770","1947","1977","2053","2027","2000","2005","2019","2026","1833","2109","2149","1977","2013","1961","2195","2430","2357","2598","2746","2679","2717","2785","2793","2092","2244","2227","2028","2159","2460","2333","2912","2614","2147","0","0","0","0","0","0","0","","","","","","","","","","","","",
"전라남도","대전광역시","순이동자수[명]","명","448","356","357","324","265","367","334","458","397","333","221","227","78","395","220","162","129","95","265","536","405","722","622","927","557","622","483","42","406","583","479","799","1179","1074","1640","1320","964","0","0","0","0","0","0","0","","","","","","","","","","","","",
"전라남도","울산광역시","이동자수[명]","명","1005","900","755","745","829","939","964","877","889","977","1158","1041","1073","1031","1117","977","905","1120","1071","1229","1136","1101","1415","1379","1492","1349","1464","1285","1297","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"전라남도","울산광역시","순이동자수[명]","명","269","47","20","-89","-122","-154","-124","-214","-286","-122","-64","-23","101","112","220","-12","-153","-181","2","212","19","-60","154","328","284","-27","-44","-299","-612","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"전라남도","세종특별자치시","이동자수[명]","명","685","632","593","692","745","821","825","871","717","641","699","402","262","267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"전라남도","세종특별자치시","순이동자수[명]","명","192","153","72","182","213","305","336","427","348","325","448","216","133","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"전라남도","경기도","이동자수[명]","명","11644","12085","12320","12148","14973","16164","15942","16170","15149","16012","15749","15658","15650","17420","17645","19701","19562","20611","24357","25797","25222","26265","30860","28458","27773","26998","29090","20390","23139","23358","23081","22779","26858","29130","32026","34311","33185","31986","37096","29505","33651","33641","35279","25637","26488","40030","34955","35580","28351","26918","41305","17465","15728","13381","18408","15123",
"전라남도","경기도","순이동자수[명]","명","-63","753","644","-288","1492","2402","2161","1845","718","939","-1055","-1486","-652","441","-479","1458","117","1509","4145","7127","7114","9725","11175","12713","9061","8463","6671","235","6812","6543","7708","9625","12661","14398","16805","18226","18937","16512","21014","15010","15424","16775","17950","10236","11250","19574","19637","20237","15052","12423","27401","11686","9271","7601","13491","10836",
"전라남도","강원특별자치도","이동자수[명]","명","1142","1147","1119","1279","1514","1576","1469","1383","1478","1519","1601","1533","1505","1485","1562","1773","1621","1767","1776","1734","1740","2030","2211","2032","2195","2130","2403","2010","1879","1748","1549","1298","1472","1634","1572","1821","1812","2043","3084","2906","3786","4184","4593","4254","4559","4806","2949","4302","3774","3883","6969","2926","3456","2389","3010","2217",
"전라남도","강원특별자치도","순이동자수[명]","명","61","-107","-26","5","246","263","-43","93","73","22","12","12","89","-24","-70","186","37","278","145","49","159","338","368","305","287","263","224","297","292","236","3","123","317","177","24","-52","-72","100","482","320","649","494","732","730","1213","1355","-222","151","198","-126","2770","937","864","458","1100","862",
"전라남도","충청북도","이동자수[명]","명","1555","1358","1345","1406","1495","1629","1499","1524","1480","1472","1442","1336","1200","1317","1411","1345","1390","1407","1505","1557","1343","1524","1735","1591","1634","1945","1713","1535","1490","1433","1261","1378","1488","1812","1805","1735","1473","1517","1868","1615","2020","2129","2444","1933","1820","2131","1641","1929","1869","1933","3300","1322","1108","1205","1108","1277",
"전라남도","충청북도","순이동자수[명]","명","438","184","109","242","229","155","331","391","248","239","98","145","-9","134","163","146","137","180","324","359","185","369","468","352","-78","609","212","-367","163","230","178","441","467","646","298","349","65","230","239","134","-30","-246","40","-50","-277","-583","-326","-1625","-868","-851","539","358","-104","529","51","-1810",
"전라남도","충청남도","이동자수[명]","명","2983","2976","2885","2880","3475","3466","3393","3511","3523","3381","3389","3090","3449","3356","3892","3928","3560","3541","3741","3482","3672","4504","3495","3225","3027","2883","2973","2500","2761","2792","2532","2029","2354","2480","3147","3331","2486","5224","5743","4630","6892","6874","6845","6091","5964","6712","5383","7897","6506","7080","11274","3851","3711","3415","4154","5713",
"전라남도","충청남도","순이동자수[명]","명","606","620","582","571","751","818","559","927","1042","808","796","472","853","622","1098","1222","714","830","841","908","797","2101","1236","964","516","614","424","-33","539","856","669","438","783","552","760","1294","138","1700","1767","930","1592","899","960","1173","575","251","1022","1211","1530","1990","4786","1591","835","1508","2220","142",
"전라남도","전북특별자치도","이동자수[명]","명","4795","4727","4738","4497","5387","5884","5448","5587","5893","5970","5551","5584","5511","5800","6266","6097","6112","6071","6462","6548","6278","6714","9186","7112","9345","8207","7763","6810","6324","6377","6215","5976","7146","7335","7780","8142","7441","8329","9589","8554","13006","13466","14995","13312","14446","14447","11343","14425","12949","12494","20230","8524","9641","7585","8923","7292",
"전라남도","전북특별자치도","순이동자수[명]","명","291","288","265","-76","227","685","-169","-103","435","474","247","-186","59","437","687","352","-4","205","29","309","-74","-838","1948","-875","1581","890","216","178","-227","337","594","372","1448","1302","899","279","-449","377","624","27","-1078","-2300","-1125","-2365","-1363","-4808","-2137","-5468","-2650","-3701","-1292","-411","760","1286","797","-751",
"전라남도","전라남도","이동자수[명]","명","111896","113600","111882","116316","138571","151213","136414","134973","137172","140958","147703","161491","151466","143423","159553","163343","172919","172644","173811","172922","174474","168979","200840","206229","193757","194566","205389","195148","175091","181231","203674","162254","183090","196353","195947","202552","186546","203166","211010","184300","434421","435770","495203","417911","409146","455908","350491","397298","349360","308898","445600","261202","245116","172986","200362","137252",
"전라남도","전라남도","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전라남도","경상북도","이동자수[명]","명","1637","1767","1602","1445","1834","1782","1632","1652","1745","1795","1826","1824","1769","1762","1983","1913","1724","1644","1806","2161","2049","1878","2105","2143","2813","2634","2692","1987","2085","2166","2656","2960","3282","3478","2640","2808","2737","3342","4270","4287","4229","4016","4031","3698","4573","7691","6875","8444","6708","6849","10416","4721","4039","3572","4778","4377",
"전라남도","경상북도","순이동자수[명]","명","94","243","64","-113","140","-116","-242","-43","57","10","29","-6","164","-34","191","158","-153","-122","-76","377","449","126","186","375","859","607","78","-890","-916","-232","362","1134","1413","600","-1121","-1514","-1541","-1357","-1672","-3770","-2127","-956","-287","-256","306","595","2176","1317","1729","877","4217","2309","1314","1581","2676","2272",
"전라남도","경상남도","이동자수[명]","명","3568","3424","3230","3368","3729","4222","3932","3826","3977","4357","4551","4410","4160","4427","4950","4461","4671","4696","4984","4558","4404","4523","4941","4471","4724","4533","5073","4370","4135","5644","5543","5132","5874","6853","7862","8092","7905","9316","11448","9404","13073","14156","14204","12595","11958","12802","13170","14109","9395","8048","11648","6540","4121","3372","4633","3709",
"전라남도","경상남도","순이동자수[명]","명","-134","-223","-623","-809","-731","-588","-700","-625","-474","-253","-191","-269","-277","-268","-253","-470","-14","-170","-10","295","250","717","359","178","303","-10","92","-429","-309","-638","-2181","328","858","1156","1931","1773","1954","3267","3344","-147","347","3117","4146","4174","3011","3091","5335","5743","2754","896","3317","3898","1179","1222","2002","1634",
"전라남도","제주특별자치도","이동자수[명]","명","886","941","945","1004","1148","1269","1227","1290","1424","1400","1341","1174","1048","1062","961","1029","996","1020","1146","1094","1219","1384","1437","1560","1493","1480","1780","1467","1369","1354","1353","1354","1679","1950","2039","2281","1885","1953","2340","2130","2644","3180","4146","2853","3459","4076","3131","3167","2943","3234","5443","3231","2701","2063","2182","1442",
"전라남도","제주특별자치도","순이동자수[명]","명","-338","-221","-164","-190","-178","-197","-75","36","322","273","279","246","47","96","-65","27","-127","-123","-170","-123","-15","158","138","267","189","-84","143","-25","-70","-133","-60","-61","-122","385","565","745","373","217","385","-21","-239","112","862","170","533","1286","953","445","291","626","2635","2098","1749","1206","1217","811",
"경상북도","전국","이동자수[명]","명","269134","286276","262492","270822","314529","334679","311082","318671","316642","318803","345307","338029","330983","340222","358695","358127","375551","377397","395536","394805","386228","387685","407839","415867","402131","406344","437240","387613","401893","410502","424533","411211","436837","442454","496337","486953","475285","512956","521249","489606","476059","503995","540076","497800","519607","1046803","956670","1010019","916540","798110","1324401","612614","630214","533098","528111","470142",
"경상북도","전국","순이동자수[명]","명","9214","8003","8205","7666","-3337","16978","4571","9225","5581","3151","577","988","1865","4860","-4816","3552","8307","14100","14611","3319","11517","26921","36833","31278","21305","25706","13205","-573","6215","-5548","4608","18383","15509","29832","47308","49953","72807","72206","64620","65546","78713","103114","101391","94141","77782","42492","49378","62378","61277","58531","83254","27208","25200","13590","57379","62499",
"경상북도","서울특별시","이동자수[명]","명","13522","13564","13621","14926","16098","17936","16887","16459","15681","16087","16478","16796","16561","17694","17319","18395","19784","20524","22286","22113","21229","21044","23030","24290","22542","23599","23112","19243","20966","21493","21871","23377","27311","30531","34900","38243","43196","46581","46427","45744","46895","55035","64647","58033","56964","78249","79620","88334","79224","87716","124398","67374","61129","41532","63329","59129",
"경상북도","서울특별시","순이동자수[명]","명","2435","2597","3014","3831","3530","5949","4952","4442","3217","1851","1365","2340","2141","2503","1501","2353","3215","5099","6838","6828","6679","7630","9092","10528","8239","9023","6508","3140","5695","4594","4807","7310","9707","11189","15846","16753","20822","20346","18583","19523","20598","28193","35046","30593","26036","29410","36055","45394","38069","47340","78221","40472","33598","19459","46870","47261",
"경상북도","부산광역시","이동자수[명]","명","8193","8446","8132","8512","9254","9854","9030","8589","8896","9284","10473","10514","9209","9519","9091","9135","9370","9617","10365","9679","10441","9636","10888","10638","10492","10732","11959","10658","11011","11123","10820","11448","13306","15457","17909","20350","22315","25940","29224","26300","26419","31955","34187","31988","33673","51067","48592","56472","55502","49645","66996","40070","26186","19197","26649","28676",
"경상북도","부산광역시","순이동자수[명]","명","-199","-48","-63","351","-653","812","80","-174","-200","-116","-295","50","-567","-808","-1769","-1702","-1586","-965","-1124","-2803","-1323","-448","458","-169","-739","-897","-1315","-2526","-1931","-2112","-2535","-2068","-1885","-144","1912","3273","4810","7317","9015","6870","6004","11584","10817","9340","9896","14487","16749","25748","26910","22180","36601","23867","9813","6500","16416","20885",
"경상북도","대구광역시","이동자수[명]","명","37837","40157","38976","37469","38560","44383","38513","40245","39231","39505","43828","47044","42776","43587","44089","46132","49521","49788","51480","52816","53242","54467","63221","59657","55853","59687","63246","57026","57653","57427","58337","68560","69064","72784","81064","81159","89978","98845","92353","84729","90863","94532","96023","94916","100022","","","","","","","","","","","",
"경상북도","대구광역시","순이동자수[명]","명","4334","3589","3397","-315","-9072","-734","-6904","-2499","-2483","-1939","-3072","-4808","-2259","-1335","-5211","-1763","233","1226","-1813","-9613","-6839","2539","11820","4705","1796","7131","1599","-4922","-7661","-15733","-1061","6749","1477","5879","8248","7504","27213","26271","20824","23310","29613","36813","32294","36486","29182","","","","","","","","","","","",
"경상북도","인천광역시","이동자수[명]","명","3784","3594","3443","3411","3569","3822","3665","3662","3488","3557","3773","3938","3773","4043","4171","4320","3772","4084","4729","4227","4411","4222","4433","4752","4522","4370","4310","3938","4359","3912","4094","4489","4655","5206","5897","6296","5647","5495","6177","5365","5563","6169","6145","4920","5986","","","","","","","","","","","",
"경상북도","인천광역시","순이동자수[명]","명","356","262","238","236","6","428","391","489","136","-32","-209","-12","-171","-157","-46","487","-130","320","910","648","1036","841","861","1556","1102","825","506","272","937","555","552","1097","1234","1822","2826","3095","2637","2114","2594","1851","2167","2804","2837","1439","1898","","","","","","","","","","","",
"경상북도","광주광역시","이동자수[명]","명","800","732","718","738","780","812","780","841","784","731","920","847","772","793","768","830","782","781","829","836","887","877","870","967","738","944","848","874","775","729","647","814","867","830","1058","1196","1172","1587","961","1055","0","0","0","0","","","","","","","","","","","","",
"경상북도","광주광역시","순이동자수[명]","명","-85","-125","-106","-71","-59","42","14","15","-45","-104","-88","-134","-47","-63","-113","-20","-46","-63","-30","-30","74","46","69","230","-38","274","51","221","139","7","-26","136","134","31","441","421","376","788","242","353","0","0","0","0","","","","","","","","","","","","",
"경상북도","대전광역시","이동자수[명]","명","3707","3571","3367","3391","3792","3839","3490","3511","3473","3543","3508","3419","3433","3641","3690","3474","3373","3413","3873","3938","4081","4213","4470","4163","4030","3949","3729","3201","3443","3247","3227","3170","3684","3407","3903","3616","3123","0","0","0","0","0","0","0","","","","","","","","","","","","",
"경상북도","대전광역시","순이동자수[명]","명","873","863","747","837","887","1159","656","912","873","776","594","568","660","800","546","284","192","448","705","498","883","1431","948","1234","1152","1080","327","443","897","647","626","896","1547","1110","1702","1630","1183","0","0","0","0","0","0","0","","","","","","","","","","","","",
"경상북도","울산광역시","이동자수[명]","명","6766","6621","6400","6198","6631","6886","6742","6160","6386","6907","8642","8281","7685","8242","8086","8024","8289","9876","9479","9270","9595","9490","9711","9562","9545","8846","8830","7899","9373","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경상북도","울산광역시","순이동자수[명]","명","-1056","-521","-617","-1129","-3261","-2176","-1281","-2751","-1489","-1357","-73","480","-123","448","68","-56","-177","1990","1119","507","1598","2010","2043","2093","2255","1592","585","-702","1506","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경상북도","세종특별자치시","이동자수[명]","명","944","894","889","1075","1087","1219","1140","1117","1008","829","977","602","353","347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경상북도","세종특별자치시","순이동자수[명]","명","139","113","150","330","411","546","461","561","556","389","574","333","135","148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경상북도","경기도","이동자수[명]","명","17663","17628","17439","18839","22094","23122","20502","20957","19731","19698","20107","19128","19815","21521","21565","23319","24359","21775","23632","25252","26060","24060","24003","23595","21680","21345","20095","17108","18624","17797","17452","17457","18613","20067","21168","21852","21951","22224","23126","19891","18381","19903","20448","15518","15122","26496","24559","26663","22494","21839","29801","15272","14129","10699","13239","14210",
"경상북도","경기도","순이동자수[명]","명","1437","1916","1634","2713","4672","7589","4884","5884","3654","1676","-59","520","1197","2115","1012","3831","5045","3557","4968","6818","8674","9368","8901","9754","7238","7691","4491","1637","4406","3056","3474","4810","5610","7156","7973","8730","8594","7791","8849","6669","7104","8828","9268","5057","4379","6432","6816","8858","5623","6986","11311","3541","3750","1491","5998","8039",
"경상북도","강원특별자치도","이동자수[명]","명","3248","3065","3165","3173","3641","3692","3493","3420","3474","3815","4069","3903","3943","3913","3825","3807","4006","4104","4589","4353","4361","4568","4977","4770","4695","4556","5314","4927","4999","4639","4642","4550","4823","5321","5708","5987","6109","6830","8368","8920","10459","10980","11448","11674","12852","16371","12630","15761","14624","14349","22080","10102","11059","8500","10512","10325",
"경상북도","강원특별자치도","순이동자수[명]","명","32","-175","-9","265","396","734","269","59","-113","222","70","-13","65","-144","-204","-207","-113","-52","343","237","13","186","200","257","179","17","310","303","243","-196","-947","-937","-1224","-1012","-1478","-1978","-2987","-2692","-2092","-1112","1396","336","-327","1466","1686","460","-3972","-1394","-1994","-1163","3322","-3545","-3931","-3769","-368","-591",
"경상북도","충청북도","이동자수[명]","명","4441","4023","3919","4352","4483","4723","4166","4407","4044","4141","4225","4112","3927","4191","4129","4290","4353","4343","4541","4400","4660","4804","4587","4587","4495","4511","4668","4535","4515","4247","4070","3919","4703","5124","5466","5089","4944","4987","5428","5195","5514","5597","5987","5255","5863","8379","7063","7163","7221","7633","9232","4705","4759","4498","5340","5155",
"경상북도","충청북도","순이동자수[명]","명","1014","394","431","794","591","1230","537","1285","569","731","366","506","235","469","133","421","156","517","666","399","657","1061","639","731","588","459","265","647","946","484","-120","277","848","1200","1087","906","300","-422","-572","87","284","217","236","-377","-260","-1247","-2411","-4005","-1956","-1239","-3654","-1946","-1699","-1292","-775","-678",
"경상북도","충청남도","이동자수[명]","명","4124","3799","3880","3801","4195","4413","3973","4256","4246","3969","4511","4567","4464","4988","4750","4880","5165","4959","4999","4545","4645","5745","4295","3734","3433","3186","3584","2948","3597","3292","2744","2286","2580","2673","3062","3057","2792","5958","6001","5904","6093","5994","6383","5858","6107","8740","7467","9459","8182","7908","11766","4464","4422","3633","4893","4623",
"경상북도","충청남도","순이동자수[명]","명","943","760","913","853","707","1253","986","1274","1339","1035","957","1130","1346","1626","893","1344","1502","1473","1482","1146","1035","2742","1340","897","397","539","554","436","1049","845","246","30","247","309","438","352","-275","337","251","1066","1365","503","314","639","-212","-824","-1328","-1201","-868","-1252","-2264","-1878","-1753","-1916","-461","-225",
"경상북도","전북특별자치도","이동자수[명]","명","1288","1244","1232","1260","1446","1498","1383","1289","1390","1396","1570","1411","1455","1505","1474","1499","1621","1474","1605","1390","1608","1435","1837","1368","1806","1325","1720","1785","1488","1535","1442","1428","1528","1593","1862","1760","1642","1705","2038","2158","2077","2348","2643","2238","2645","4811","3349","4146","3424","3122","4888","1624","1912","1742","1701","1540",
"경상북도","전북특별자치도","순이동자수[명]","명","-43","-108","-78","-35","-26","192","-19","-63","51","15","62","-88","-90","-93","-109","-70","30","-14","79","-140","-130","-384","147","-449","218","-305","89","298","-11","-68","-331","-69","-137","-97","144","-164","-284","-701","-872","-278","-394","-306","-57","-515","-1385","-1916","-2634","-3766","-2740","-2505","-5027","-3094","-1986","-1628","-2098","-2779",
"경상북도","전라남도","이동자수[명]","명","1543","1524","1538","1558","1694","1898","1874","1695","1688","1785","1797","1830","1605","1796","1792","1755","1877","1766","1882","1784","1600","1752","1919","1768","1954","2027","2614","2877","3001","2398","2294","1826","1869","2878","3761","4322","4278","4699","5942","8057","6356","4972","4318","3954","4267","7096","4699","7127","4979","5972","6199","2412","2725","1991","2102","2105",
"경상북도","전라남도","순이동자수[명]","명","-94","-243","-64","113","-140","116","242","43","-57","-10","-29","6","-164","34","-191","-158","153","122","76","-377","-449","-126","-186","-375","-859","-607","-78","890","916","232","-362","-1134","-1413","-600","1121","1514","1541","1357","1672","3770","2127","956","287","256","-306","-595","-2176","-1317","-1729","-877","-4217","-2309","-1314","-1581","-2676","-2272",
"경상북도","경상북도","이동자수[명]","명","152005","168618","147219","153144","187410","196478","185699","192155","193235","193354","209109","201259","201206","204248","223534","217642","228016","229333","238805","238565","227819","230852","238194","251543","245997","247544","272632","241023","248911","259665","274738","249181","264207","254638","284168","267813","241341","259298","267105","250749","227858","233424","256873","235143","246552","804100","727036","747774","683083","565093","1003878","442652","484785","427599","384273","326668",
"경상북도","경상북도","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경상북도","경상남도","이동자수[명]","명","8174","7733","7451","7750","8508","8727","8415","8377","8530","8826","10089","9413","9092","9355","9623","9838","10499","10781","11656","10817","10699","9621","10538","9674","9461","8869","9600","8614","8444","18290","17513","18054","18934","21177","25592","25293","26061","28095","27376","24786","28942","32282","30042","27591","28784","40457","40911","46366","37103","33984","44177","23425","18595","13236","15586","17419",
"경상북도","경상남도","순이동자수[명]","명","-696","-1071","-1324","-1155","-1352","-358","-798","-637","-790","-431","86","-127","-626","-823","-1359","-1241","-227","424","444","-791","-453","-128","392","280","-296","-1176","-780","-937","-869","2131","361","1309","-617","2913","6912","7659","8740","9560","6235","4224","8784","13538","10583","9919","7445","-1261","3088","8042","408","-3674","-6687","875","-2352","-3677","-5395","-7057",
"경상북도","제주특별자치도","이동자수[명]","명","1095","1063","1103","1225","1287","1377","1330","1531","1357","1376","1231","965","914","839","789","787","764","779","786","820","890","899","866","799","888","854","979","957","734","708","642","652","693","768","819","920","736","712","723","753","639","804","932","712","770","1037","744","754","704","849","986","514","513","471","487","292",
"경상북도","제주특별자치도","순이동자수[명]","명","-176","-200","-58","48","26","196","101","385","363","445","328","237","133","140","33","49","60","18","-52","-8","62","153","109","6","73","60","93","227","-47","10","-76","-23","-19","76","136","258","137","140","-109","28","23","85","221","-23","68","-4","-74","-255","-300","-292","-137","-111","-63","3","-132","-82",
