"행정구역(시군구)별","항목","단위","2026.02 월","2026.01 월","2025.12 월","2025.11 월","2025.10 월","2025.09 월","2025.08 월","2025.07 월","2025.06 월","2025.05 월","2025.04 월","2025.03 월","2025.02 월","2025.01 월","2024.12 월","2024.11 월","2024.10 월","2024.09 월","2024.08 월","2024.07 월","2024.06 월","2024.05 월","2024.04 월","2024.03 월","2024.02 월","2024.01 월","2023.12 월","2023.11 월","2023.10 월","2023.09 월","2023.08 월","2023.07 월","2023.06 월","2023.05 월","2023.04 월","2023.03 월","2023.02 월","2023.01 월","2022.12 월","2022.11 월","2022.10 월","2022.09 월","2022.08 월","2022.07 월","2022.06 월","2022.05 월","2022.04 월","2022.03 월","2022.02 월","2022.01 월","2021.12 월","2021.11 월","2021.10 월","2021.09 월","2021.08 월","2021.07 월","2021.06 월","2021.05 월","2021.04 월","2021.03 월","2021.02 월","2021.01 월","2020.12 월","2020.11 월","2020.10 월","2020.09 월","2020.08 월","2020.07 월","2020.06 월","2020.05 월","2020.04 월","2020.03 월","2020.02 월","2020.01 월","2019.12 월","2019.11 월","2019.10 월","2019.09 월","2019.08 월","2019.07 월","2019.06 월","2019.05 월","2019.04 월","2019.03 월","2019.02 월","2019.01 월","2018.12 월","2018.11 월","2018.10 월","2018.09 월","2018.08 월","2018.07 월","2018.06 월","2018.05 월","2018.04 월","2018.03 월","2018.02 월","2018.01 월","2017.12 월","2017.11 월","2017.10 월","2017.09 월","2017.08 월","2017.07 월","2017.06 월","2017.05 월","2017.04 월","2017.03 월","2017.02 월","2017.01 월","2016.12 월","2016.11 월","2016.10 월","2016.09 월","2016.08 월","2016.07 월","2016.06 월","2016.05 월","2016.04 월","2016.03 월","2016.02 월","2016.01 월","2015.12 월","2015.11 월","2015.10 월","2015.09 월","2015.08 월","2015.07 월","2015.06 월","2015.05 월","2015.04 월","2015.03 월","2015.02 월","2015.01 월","2014.12 월","2014.11 월","2014.10 월","2014.09 월","2014.08 월","2014.07 월","2014.06 월","2014.05 월","2014.04 월","2014.03 월","2014.02 월","2014.01 월","2013.12 월","2013.11 월","2013.10 월","2013.09 월","2013.08 월","2013.07 월","2013.06 월","2013.05 월","2013.04 월","2013.03 월","2013.02 월","2013.01 월","2012.12 월","2012.11 월","2012.10 월","2012.09 월","2012.08 월","2012.07 월","2012.06 월","2012.05 월","2012.04 월","2012.03 월","2012.02 월","2012.01 월","2011.12 월","2011.11 월","2011.10 월","2011.09 월","2011.08 월","2011.07 월","2011.06 월","2011.05 월","2011.04 월","2011.03 월","2011.02 월","2011.01 월",
"광양시","세대수[세대]","세대","73671","73530","73307","73263","73269","73201","73112","73086","73066","72932","72841","72694","72610","72435","72237","72089","71976","71844","71685","71294","71044","70801","70594","70588","70520","70345","70162","69978","69862","69695","69495","69469","69426","69393","69220","69155","69046","68851","68734","68684","68587","68413","68288","68096","67978","67916","67754","67667","67626","67507","67103","66970","66575","66311","66252","66187","66069","65978","65858","65775","65699","65578","65668","65261","65124","65198","65177","65252","65237","65231","64773","64550","64627","64829","65725","63909","63637","63574","63642","63647","63577","63525","63362","63295","63315","63556","64186","63098","62664","62646","62587","62548","62513","62547","62495","62423","62386","62466","62790","61790","61521","61411","61342","61323","61272","61220","61160","61165","61148","61203","61487","60530","60326","60079","59986","59913","59842","59829","59682","59756","59675","59766","59789","59127","59145","59072","59056","59050","59038","59008","58975","58894","58752","58734","58698","58656","58574","58452","58358","58337","58273","58223","58150","58067","57862","57734","57707","57649","57577","57539","57464","57384","57367","57393","57329","57272","57231","57074","57026","57070","57079","57133","57131","57002","56937","56937","56791","56783","56584","56488","56442","56276","55805","55157","54594","54452","54240","54026","53812","53709","53631","53475",
"담양군","세대수[세대]","세대","23877","23905","23941","23959","23992","24000","24015","24046","24079","24106","24133","24138","24114","24163","24215","24252","24261","24304","24330","24383","24451","24478","24405","24415","24429","24475","24557","24552","24602","24642","24653","24707","24724","24739","24739","24748","24684","24746","24787","24743","24772","24821","24897","24912","24929","24905","24868","24849","24828","24758","24773","24758","24737","24679","24690","24703","24712","24740","24704","24608","24564","24490","24369","24092","24014","23998","23969","23924","23875","23762","23623","23565","23541","23514","23521","23462","23309","23108","23088","23098","23129","23137","23164","23112","23127","23083","23129","22929","22828","22773","22764","22751","22770","22785","22794","22752","22725","22704","22710","22614","22593","22590","22595","22632","22621","22585","22529","22476","22407","22355","22334","22252","22220","22203","22242","22261","22246","22246","22202","22158","21980","21948","21953","21891","21872","21837","21822","21822","21845","21770","21744","21715","21674","21695","21735","21688","21691","21661","21629","21646","21648","21648","21628","21557","21502","21501","21516","21488","21493","21456","21416","21434","21397","21358","21275","21262","21262","21260","21308","21207","21222","21150","21164","21179","21183","21192","21099","21109","21141","21141","21217","20862","20822","20831","20824","20873","20893","20878","20851","20868","20862","20921",
"곡성군","세대수[세대]","세대","15942","15896","15844","15642","15591","15591","15571","15592","15620","15618","15616","15602","15603","15613","15600","15603","15587","15549","15521","15543","15549","15551","15556","15523","15517","15550","15577","15591","15573","15602","15588","15603","15623","15623","15591","15506","15493","15524","15512","15505","15516","15522","15596","15604","15608","15604","15587","15544","15519","15527","15536","15544","15537","15539","15567","15581","15587","15588","15480","15427","15436","15415","15414","15369","15360","15383","15366","15325","15311","15271","15246","15249","15259","15261","15289","15326","15333","15353","15354","15383","15385","15404","15399","15412","15103","15140","15132","15152","15169","15167","15196","15227","15274","15293","15294","15213","15030","15053","15090","15069","15056","15079","15066","15096","15110","15122","15124","14925","14880","14935","14960","15005","15020","15022","15040","15059","15094","15072","14990","14984","14945","14962","14994","15014","15028","15041","15058","15082","15060","15062","15040","15024","14691","14697","14782","14826","14843","14840","14863","14889","14924","14955","14931","14651","14647","14665","14705","14727","14734","14733","14765","14800","14840","14867","14878","14863","14295","14254","14269","14249","14251","14297","14317","14301","14261","14263","14277","14300","14306","14348","14342","14349","14344","14347","14381","14416","14439","14459","14459","14445","14452","14454",
"구례군","세대수[세대]","세대","13471","13437","13423","13417","13420","13416","13436","13446","13449","13445","13444","13435","13427","13409","13402","13412","13411","13396","13390","13395","13414","13420","13402","13410","13436","13424","13432","13427","13416","13431","13420","13430","13440","13430","13414","13409","13420","13418","13429","13418","13421","13433","13440","13455","13467","13503","13517","13477","13465","13462","13462","13409","13365","13323","13332","13321","13315","13320","13389","13372","13384","13385","13414","13323","13295","13291","13276","13255","13257","13213","13156","13150","13152","13167","13243","13058","13033","13026","13029","13029","13048","13044","13063","13060","13072","13091","13151","12981","12977","12981","12986","12989","13009","13027","13023","13007","12989","13017","13106","12886","12867","12866","12863","12845","12819","12789","12766","12773","12795","12843","12883","12817","12789","12770","12750","12742","12730","12715","12690","12691","12644","12648","12672","12633","12595","12569","12513","12472","12465","12426","12412","12402","12401","12409","12424","12405","12390","12360","12347","12364","12360","12358","12331","12300","12267","12255","12230","12183","12169","12156","12137","12127","12139","12135","12096","12085","12062","12042","12067","12070","12066","12063","12065","12061","12051","12033","12048","12038","12043","12039","12047","12002","12018","11998","11992","11986","11976","11981","12004","11978","11956","11961",
"고흥군","세대수[세대]","세대","35061","35068","35082","35085","35101","35126","35148","35206","35220","35254","35269","35261","35252","35238","35280","35289","35288","35315","35343","35365","35392","35377","35390","35386","35332","35362","35360","35386","35391","35424","35438","35451","35475","35459","35442","35408","35388","35437","35445","35479","35479","35488","35550","35546","35558","35545","35498","35465","35420","35368","35379","35352","35345","35304","35326","35324","35339","35338","35339","35284","35359","35348","35290","35239","35206","35168","35161","35117","35073","34967","34867","34820","34797","34802","34791","34746","34740","34747","34757","34736","34749","34715","34682","34646","34637","34548","34536","34519","34556","34548","34569","34588","34588","34604","34576","34508","34494","34509","34516","34516","34503","34491","34467","34508","34530","34548","34544","34539","34525","34506","34508","34537","34535","34543","34566","34607","34606","34599","34599","34596","34575","34551","34583","34581","34568","34547","34556","34590","34613","34610","34612","34632","34635","34654","34657","34669","34689","34685","34702","34736","34740","34770","34771","34741","34711","34691","34699","34683","34666","34672","34674","34683","34720","34714","34724","34750","34763","34782","34807","34782","34785","34789","34818","34842","34826","34828","34814","34796","34834","34858","34855","34914","34934","34980","34982","34990","35016","35043","35063","35055","35066","35089",
"보성군","세대수[세대]","세대","21729","21769","21694","21642","21664","21679","21693","21732","21734","21733","21759","21750","21750","21788","21753","21773","21762","21764","21813","21844","21862","21892","21933","21921","21927","21943","21967","22009","22040","22096","22130","22151","22190","22206","22229","22231","22252","22275","22282","22315","22338","22358","22438","22472","22483","22498","22508","22482","22501","22500","22511","22527","22540","22521","22550","22531","22503","22497","22701","22653","22676","22665","22628","22603","22613","22607","22594","22574","22560","22511","22447","22402","22376","22350","22276","22291","22287","22316","22342","22384","22389","22399","22368","22417","22438","22450","22459","22456","22464","22454","22477","22510","22512","22531","22523","22492","22453","22407","22428","22402","22385","22371","22395","22405","22400","22412","22409","22424","22428","22428","22449","22401","22401","22395","22409","22420","22405","22424","22417","22392","22360","22383","22384","22346","22335","22306","22310","22287","22293","22310","22333","22335","22325","22304","22345","22322","22312","22324","22339","22342","22290","22316","22318","22280","22277","22293","22296","22305","22327","22350","22358","22354","22373","22378","22382","22337","22332","22382","22381","22380","22418","22447","22451","22462","22507","22514","22510","22525","22526","22540","22557","22627","22663","22672","22683","22691","22720","22755","22745","22753","22772","22805",
"화순군","세대수[세대]","세대","31624","31602","31606","31606","31608","31684","31686","31686","31714","31750","31754","31775","31778","31822","31825","31879","31907","31940","31931","31907","31902","31888","31872","31862","31896","31939","31976","32019","32017","32084","32128","32152","32136","32128","32120","32116","32097","32083","32093","32108","32125","32118","32139","32156","32178","32250","32189","32164","32147","32045","32012","31984","31922","31831","31669","31401","31363","31329","31309","31253","31303","31151","31090","31019","30993","30966","30884","30819","30768","30652","30491","30308","30195","30131","30103","30003","29999","29965","29908","29906","29965","29976","29947","29914","29889","29869","29928","29946","29814","29775","29752","29746","29740","29765","29768","29745","29722","29663","29671","29634","29626","29648","29642","29655","29624","29626","29617","29619","29600","29584","29575","29545","29506","29486","29483","29532","29525","29492","29516","29500","29490","29440","29405","29310","29304","29305","29309","29293","29307","29302","29333","29387","29433","29413","29430","29421","29442","29454","29472","29510","29554","29552","29524","29524","29518","29502","29517","29513","29514","29494","29460","29472","29455","29438","29448","29453","29451","29427","29452","29407","29406","29405","29409","29428","29456","29418","29447","29430","29449","29491","29495","29530","29554","29537","29548","29561","29594","29637","29683","29589","29535","29522",
"장흥군","세대수[세대]","세대","19670","19674","19681","19679","19678","19683","19684","19702","19703","19696","19666","19651","19640","19643","19633","19592","19621","19654","19657","19645","19649","19652","19670","19688","19688","19690","19691","19705","19702","19715","19723","19760","19784","19796","19781","19765","19757","19779","19788","19815","19834","19867","19937","19973","20005","20013","20020","20024","20063","20092","20103","20126","20155","20170","20197","20207","20218","20217","20239","20252","20376","20398","20431","20401","20352","20344","20354","20347","20343","20312","20263","20235","20190","20188","20143","20142","20175","20151","20149","20161","20167","20195","20149","20171","20154","20160","20139","20106","20133","20096","20105","20126","20159","20248","20241","20215","20192","20213","20232","20241","20210","20165","20078","20024","20013","20002","20019","20004","20012","20027","20161","19979","20007","20012","20055","20105","20136","20181","20221","20259","20352","20490","20890","20203","20008","20002","20012","20056","20068","20066","20083","20114","20186","20288","20603","20077","19990","19994","20024","20055","20096","20157","20166","20192","20209","20270","20447","20267","20039","19997","20021","20052","20075","20023","20036","20072","20074","20134","20228","20017","20010","19987","19995","19976","19976","19952","19942","19918","19930","19986","20085","19976","19972","19957","19972","19983","19990","19972","19924","19884","19866","19858",
"강진군","세대수[세대]","세대","18101","18117","18117","18132","18102","18078","18099","18139","18146","18172","18200","18212","18215","18209","18210","18196","18251","18270","18299","18339","18362","18380","18412","18415","18416","18438","18449","18445","18449","18505","18519","18538","18548","18555","18564","18552","18540","18545","18550","18532","18542","18555","18569","18582","18571","18565","18557","18540","18560","18554","18592","18576","18590","18620","18641","18633","18620","18622","18608","18574","18626","18650","18612","18607","18580","18583","18565","18551","18536","18505","18445","18436","18374","18359","18351","18346","18330","18295","18316","18320","18309","18318","18325","18325","18311","18315","18352","18341","18330","18321","18323","18354","18356","18377","18364","18332","18320","18332","18358","18351","18358","18351","18349","18363","18366","18368","18349","18349","18352","18389","18414","18403","18387","18390","18388","18424","18443","18465","18455","18459","18472","18509","18577","18584","18606","18644","18673","18618","18666","18601","18596","18633","18614","18648","18753","18618","18635","18651","18653","18695","18707","18742","18734","18732","18714","18731","18756","18737","18657","18634","18602","18632","18665","18546","18568","18526","18467","18503","18550","18491","18490","18480","18508","18545","18600","18464","18487","18518","18569","18643","18824","18657","18677","18729","18786","18870","19078","18666","18657","18587","18570","18640",
"해남군","세대수[세대]","세대","34430","34395","34369","34365","34371","34392","34425","34469","34506","34515","34531","34545","34566","34579","34600","34650","34686","34704","34760","34807","34847","34866","34856","34833","34824","34874","34916","34939","34944","35007","35057","35071","35095","35096","35087","35096","35092","35086","35074","35077","35047","35068","35157","35193","35187","35202","35237","35260","35245","35235","35225","35266","35284","35303","35323","35322","35330","35313","35261","35212","35320","35308","35259","35241","35237","35201","35188","35168","35132","35077","34967","34947","34901","34881","34824","34794","34774","34762","34760","34749","34730","34671","34645","34657","34616","34695","34745","34778","34805","34801","34784","34810","34837","34859","34886","34887","34908","34985","35071","35083","35091","35076","35087","35138","35165","35177","35168","35200","35181","35190","35231","35211","35220","35247","35264","35298","35294","35303","35275","35277","35310","35340","35354","35323","35313","35276","35309","35305","35272","35295","35305","35367","35363","35356","35344","35366","35384","35384","35397","35395","35393","35416","35384","35391","35376","35409","35438","35404","35420","35428","35422","35467","35487","35442","35451","35438","35453","35466","35488","35489","35525","35499","35500","35498","35472","35482","35485","35478","35379","35403","35366","35338","35351","35413","35439","35485","35510","35543","35550","35569","35537","35614",
"영암군","세대수[세대]","세대","28374","28378","28342","28352","28364","28407","28396","28446","28577","28603","28647","28599","28598","28626","28670","28678","28674","28708","28733","28773","28788","28820","28846","28826","28799","28823","28817","28789","28841","28851","28821","28819","28867","28795","28685","28545","28401","28352","28353","28388","28370","28408","28561","28571","28554","28516","28422","28316","28262","28246","28197","28175","28139","28068","28040","28048","27993","27936","27920","27881","27912","27876","27827","27739","27751","27731","27677","27680","27660","27564","27462","27455","27372","27354","27362","27312","27288","27177","27075","26921","26825","26844","26799","26776","26783","26793","26851","26878","26860","26832","26840","26835","26839","26863","26889","26886","26916","26910","26885","26940","26992","26988","27031","27035","27030","27037","27066","27071","27085","27136","27190","27220","27259","27303","27304","27283","27315","27319","27319","27294","27272","27257","27242","27259","27329","27316","27335","27362","27349","27322","27337","27340","27314","27328","27353","27390","27387","27423","27437","27433","27435","27482","27443","27359","27292","27224","27191","27203","27243","27258","27279","27323","27336","27348","27421","27445","27467","27457","27467","27499","27512","27532","27540","27552","27552","27574","27601","27582","27530","27535","27544","27498","27401","27340","27302","27345","27338","27365","27352","27312","27171","27210",
"무안군","세대수[세대]","세대","46488","46439","46419","46377","46406","46377","46225","46014","45671","45511","45430","45288","45178","44961","44868","44815","44739","44603","44367","43993","43840","43627","43559","43509","43450","43477","43436","43424","43435","43475","43473","43462","43482","43464","43437","43363","43246","43206","43119","43164","43220","43181","43211","43147","43105","43050","42957","42890","42839","42790","42739","42613","42384","42226","41970","41746","41475","41240","41086","40913","40793","40442","40114","39707","39411","39095","38451","37806","37728","37581","37361","37191","37011","36785","36722","36688","36638","36563","36543","36545","36537","36553","36557","36484","36420","36441","36410","36448","36405","36361","36347","36344","36353","36354","36344","36289","36211","36215","36235","36223","36124","36080","36006","35966","35926","35911","35845","35783","35616","35555","35500","35459","35474","35418","35429","35400","35360","35350","35300","35298","35120","35095","35086","35015","34882","34873","34855","34846","34815","34704","34628","34601","34580","34544","34562","34539","34461","34349","34290","34100","34056","33973","33937","33881","33733","33613","33549","33492","33351","33205","33151","33055","32886","32734","32464","32253","32266","32273","32248","32218","32247","32225","32199","32256","32272","32311","32297","32362","32397","32275","32211","32218","32205","32137","31996","31918","31909","31858","31745","31714","31677","31604",
"함평군","세대수[세대]","세대","17526","17544","17579","17625","17635","17648","17653","17674","17692","17702","17717","17749","17751","17796","17833","17828","17847","17883","17938","17964","18006","17995","17997","17987","17995","18025","18065","18079","18056","18073","18111","18136","18149","18123","18141","18080","18029","18012","18010","18015","18010","18008","18031","18027","18010","18018","18019","18033","17945","17942","17980","17976","17970","17877","17857","17838","17838","17837","17846","17880","18009","18012","17995","17998","17988","17965","17944","17944","17942","17922","17871","17846","17857","17845","17837","17815","17808","17808","17788","17768","17741","17738","17713","17725","17722","17726","17751","17737","17732","17732","17753","17761","17789","17819","17814","17783","17772","17764","17790","17763","17706","17694","17675","17654","17658","17670","17662","17601","17563","17556","17591","17587","17558","17531","17560","17580","17555","17582","17559","17554","17522","17515","17547","17508","17509","17523","17520","17517","17506","17475","17486","17472","17464","17487","17489","17502","17482","17507","17536","17562","17586","17624","17615","17599","17600","17586","17604","17579","17537","17519","17508","17520","17498","17468","17477","17504","17515","17502","17519","17544","17591","17588","17602","17649","17642","17635","17621","17594","17596","17565","17556","17560","17588","17620","17637","17650","17627","17662","17660","17653","17678","17689",
"영광군","세대수[세대]","세대","28654","28639","28579","28501","28489","28497","28466","28412","28301","28221","28186","28095","28015","27959","27900","27858","27835","27718","27597","27543","27499","27487","27524","27565","27581","27579","27602","27607","27629","27664","27679","27718","27723","27721","27689","27651","27595","27569","27549","27530","27517","27490","27570","27547","27474","27411","27333","27292","27236","27179","27112","27069","27041","26986","27023","27045","27040","27033","27016","27009","27181","27166","27138","27133","27062","27053","27023","27009","26966","26887","26791","26766","26723","26718","26687","26635","26620","26596","26572","26554","26544","26508","26490","26459","26410","26410","26378","26363","26344","26309","26309","26311","26315","26338","26341","26334","26273","26264","26244","26207","26192","26170","26188","26151","26150","26124","26111","26105","26069","26054","26054","26052","26062","26040","26071","26083","26085","26094","26103","26081","26063","26055","26070","26077","26036","26040","26004","26016","25970","25959","25981","26000","26008","26034","26040","25988","25989","25990","26013","26051","26093","26111","26161","26166","26181","26233","26309","26162","26127","26096","26090","26107","26129","26097","26023","25893","25785","25745","25778","25719","25696","25665","25654","25654","25621","25543","25497","25524","25524","25519","25552","25521","25517","25515","25501","25501","25519","25532","25555","25552","25540","25570",
"장성군","세대수[세대]","세대","23538","23526","23534","23540","23537","23562","23570","23624","23630","23603","23483","23400","23120","23139","23170","23223","23229","23283","23304","23361","23369","23367","23403","23408","23400","23370","23400","23341","23353","23397","23399","23416","23426","23440","23460","23431","23398","23353","23358","23276","23299","23264","23330","23286","23256","23239","23251","23216","23244","23178","23160","23167","23142","23107","23116","23143","23135","23159","23142","23133","23279","23176","23178","23141","23139","23161","23143","23193","23174","23087","23049","22967","22966","22879","22850","22774","22650","22644","22417","22393","22410","22252","22282","22124","22134","22116","22095","22022","21984","21991","21955","21934","21975","22016","22001","21951","21923","21888","21885","21765","21749","21704","21669","21676","21639","21636","21626","21579","21586","21553","21557","21523","21470","21477","21460","21504","21461","21487","21497","21459","21487","21508","21529","21463","21391","21406","21362","21340","21312","21256","21270","21272","21283","21284","21292","21292","21236","21237","21258","21288","21341","21335","21314","21311","21231","21198","21191","21168","21107","21078","21093","21078","21079","21021","21007","20968","20962","20978","20971","21003","21002","21007","20975","20954","20917","20869","20883","20845","20853","20850","20882","20914","20894","20872","20823","20770","20786","20785","20823","20840","20912","20899",
"완도군","세대수[세대]","세대","25035","25065","25091","25102","25124","25155","25168","25184","25200","25260","25294","25277","25292","25318","25357","25373","25368","25403","25460","25486","25518","25520","25541","25577","25573","25587","25602","25607","25642","25664","25685","25727","25738","25733","25755","25740","25774","25766","25781","25767","25800","25819","25883","25917","25937","25953","25966","25957","25985","25974","26029","26055","26056","26083","26133","26178","26212","26223","26296","26291","26306","26272","26241","26219","26181","26139","26121","26111","26036","25985","25927","25904","25902","25852","25872","25885","25874","25870","25907","25909","25932","25945","25923","25897","25859","25850","25835","25815","25801","25792","25785","25788","25764","25787","25776","25751","25697","25739","25750","25720","25719","25703","25700","25729","25722","25740","25738","25716","25703","25667","25688","25675","25669","25638","25634","25649","25633","25590","25573","25580","25550","25552","25535","25504","25482","25459","25445","25440","25444","25410","25400","25378","25357","25317","25321","25315","25313","25324","25320","25349","25301","25303","25290","25286","25239","25234","25240","25218","25201","25195","25200","25214","25209","25176","25133","25149","25129","25178","25215","25190","25207","25219","25234","25274","25268","25282","25273","25248","25167","25198","25227","25223","25212","25231","25225","25242","25245","25262","25259","25286","25204","25255",
"진도군","세대수[세대]","세대","16329","16326","16342","16352","16351","16383","16378","16389","16440","16437","16436","16417","16404","16392","16436","16457","16466","16480","16540","16508","16498","16499","16533","16541","16528","16539","16548","16540","16533","16566","16567","16617","16614","16634","16647","16628","16609","16585","16578","16580","16581","16610","16632","16645","16651","16682","16687","16674","16690","16680","16700","16682","16651","16636","16656","16685","16700","16659","16649","16640","16737","16756","16840","16650","16413","16390","16401","16362","16318","16280","16172","16130","16126","16133","16102","16095","16091","16090","16099","16102","16102","16091","16108","16134","16111","16105","16110","16090","16061","16051","16060","16082","16118","16132","16092","16080","16083","16089","16060","16036","16033","16037","16005","16004","16005","16013","16013","15985","15916","15907","15911","15879","15869","15864","15870","15872","15867","15880","15898","15920","15921","15925","15932","15909","15878","15864","15864","15848","15829","15814","15822","15856","15843","15854","15865","15852","15863","15856","15872","15891","15877","15885","15840","15803","15784","15787","15803","15782","15782","15777","15782","15773","15778","15773","15781","15775","15748","15745","15736","15709","15714","15726","15747","15753","15748","15747","15743","15723","15727","15748","15775","15770","15762","15749","15755","15762","15790","15802","15784","15792","15746","15768",
"신안군","세대수[세대]","세대","22438","22387","22430","22369","22135","21953","22003","22040","22083","22078","22065","22052","22020","21970","21964","21946","21946","21950","21965","21983","22004","22006","21993","21999","21966","21924","21946","21960","21973","21998","22027","22020","22008","21996","21968","21894","21901","21810","21816","21824","21838","21894","21954","21990","21961","21911","21888","21868","21823","21814","21843","21833","21846","21861","21894","21899","21901","21889","21866","21805","21935","21803","21827","21808","21858","21898","21923","21927","21895","21853","21794","21781","21804","21757","21736","21762","21781","21834","21865","21878","21845","21846","21874","21854","21855","21870","21883","21911","21972","22016","22026","22053","22077","22127","22144","22121","22107","22098","22046","22045","22037","22073","22092","22121","22116","22135","22171","22139","22123","22074","22077","22113","22128","22151","22190","22215","22221","22249","22262","22271","22281","22239","22270","22293","22285","22275","22300","22291","22248","22243","22255","22221","22193","22133","22192","22269","22317","22368","22390","22415","22436","22434","22414","22378","22310","22229","22272","22272","22282","22278","22275","22267","22228","22207","22141","22134","22105","22061","22059","22046","22064","22105","22114","22143","22104","22097","22075","22037","22046","22027","22105","22148","22183","22204","22267","22301","22318","22322","22315","22317","22347","22337",
"경상북도","세대수[세대]","세대","1295998","1295172","1295685","1296432","1296440","1296514","1296094","1296320","1296929","1296540","1296263","1294937","1292811","1291165","1291568","1292058","1292031","1291969","1291675","1291611","1291330","1290433","1288344","1286272","1283187","1281979","1282500","1282673","1282624","1282575","1282304","1282140","1295243","1294627","1292951","1291726","1288685","1286840","1286873","1286170","1285483","1285019","1286286","1285289","1284663","1284046","1282737","1281587","1279337","1277295","1276846","1275275","1273579","1271864","1269770","1268267","1266588","1265179","1265410","1262718","1259684","1256416","1254662","1251445","1249009","1246952","1244551","1242701","1241310","1239069","1235801","1231572","1229265","1228044","1227548","1224965","1223380","1221511","1220090","1219204","1218084","1216294","1214251","1212567","1210049","1208140","1207351","1205485","1203754","1202250","1200955","1199503","1198759","1198184","1197217","1195846","1194668","1193620","1193261","1191584","1190021","1188727","1187077","1185638","1184831","1184235","1183730","1183148","1182192","1180808","1180643","1179745","1178555","1177666","1177080","1176719","1176023","1175135","1173932","1173012","1171457","1169682","1169648","1167936","1166062","1164683","1163458","1161940","1160150","1158048","1156938","1156132","1155068","1153711","1153559","1151536","1150669","1151129","1147039","1145875","1145091","1144241","1143377","1142501","1140927","1139463","1139387","1137629","1135742","1134249","1133265","1132318","1131718","1130416","1129336","1128339","1126942","1126044","1125195","1123736","1122136","1120900","1120164","1119683","1118883","1117991","1117150","1116512","1115190","1114506","1114901","1113013","1111715","1110089","1108259","1107200","1106539","1105615","1104535","1103224","1101908","1101294",
"포항시","세대수[세대]","세대","239194","238822","238639","238489","238324","238128","238149","238084","237991","237899","237838","237722","237565","237245","237089","236809","236749","236688","236569","236333","236110","235853","235432","234730","234349","234088","233932","233742","233619","233509","233413","233308","233091","232939","232590","232547","232471","232329","232371","232411","232428","232400","232627","232609","232603","232593","232602","232609","232573","232261","232201","231711","231176","230831","230298","229763","229461","228970","228898","228238","226944","226057","225693","225259","225027","224857","224375","223896","223485","223115","222494","221633","221005","220526","220328","220024","219791","219516","219310","219150","218858","218619","218297","217972","217588","217173","216654","216366","216117","215855","215577","215303","215116","214905","214676","214385","214287","214121","214012","213767","213600","213450","213301","213079","212975","212840","212743","212571","212479","212206","212095","212082","211947","211852","211808","211708","211492","211417","211237","211156","211035","210798","210690","210595","209601","209234","208875","208724","208397","208274","207977","207799","207627","207420","207515","207188","207040","206756","206586","206388","206120","205831","205708","205545","205303","205026","204857","204628","204344","204069","204004","203704","203490","203199","203011","202805","202535","202320","202148","202023","201356","201033","200894","200601","200408","200266","200071","199850","199614","199237","199120","198843","198563","198415","198082","197846","197594","197331","197176","196911","196773","196607",
"남구","세대수[세대]","세대","108644","108591","108623","108792","108979","109082","109163","109233","109254","109254","109284","109288","109370","109382","109739","110076","110114","110176","110110","110106","110198","110288","110529","110809","110827","110699","110639","110635","110616","110576","110538","110482","110282","110100","109754","109704","109654","109583","109532","109530","109586","109620","109763","109740","109729","109668","109611","109598","109597","109425","109419","109141","108802","108629","108397","108299","108103","107883","107793","107443","106793","106249","106025","105841","105778","105750","105586","105418","105302","105247","105032","104722","104616","104770","104824","104767","104788","104651","104551","104557","104481","104460","104341","104284","104164","104074","103887","103753","103537","103436","103213","103093","103035","103024","103028","103252","103140","103127","103117","102957","102904","102821","102817","102769","102778","102735","102796","102831","102848","102716","102685","102690","102675","102616","102623","102627","102476","102443","102437","102444","102405","102211","102172","102297","101947","101853","101782","101733","101508","101411","101215","101107","101073","100997","101073","100963","100961","100853","100859","100843","100970","100855","100794","100683","100481","100456","100431","100379","100374","100323","100347","100223","100177","100143","100080","100063","99972","99874","99746","99715","99596","99384","99358","99285","99205","99152","99117","99083","99012","98961","98991","99031","98998","98946","98838","98823","98777","98798","98759","98705","98657","98673",
"북구","세대수[세대]","세대","130550","130231","130016","129697","129345","129046","128986","128851","128737","128645","128554","128434","128195","127863","127350","126733","126635","126512","126459","126227","125912","125565","124903","123921","123522","123389","123293","123107","123003","122933","122875","122826","122809","122839","122836","122843","122817","122746","122839","122881","122842","122780","122864","122869","122874","122925","122991","123011","122976","122836","122782","122570","122374","122202","121901","121464","121358","121087","121105","120795","120151","119808","119668","119418","119249","119107","118789","118478","118183","117868","117462","116911","116389","115756","115504","115257","115003","114865","114759","114593","114377","114159","113956","113688","113424","113099","112767","112613","112580","112419","112364","112210","112081","111881","111648","111133","111147","110994","110895","110810","110696","110629","110484","110310","110197","110105","109947","109740","109631","109490","109410","109392","109272","109236","109185","109081","109016","108974","108800","108712","108630","108587","108518","108298","107654","107381","107093","106991","106889","106863","106762","106692","106554","106423","106442","106225","106079","105903","105727","105545","105150","104976","104914","104862","104822","104570","104426","104249","103970","103746","103657","103481","103313","103056","102931","102742","102563","102446","102402","102308","101760","101649","101536","101316","101203","101114","100954","100767","100602","100276","100129","99812","99565","99469","99244","99023","98817","98533","98417","98206","98116","97934",
